11	11	-0.0653686	0.00983386	
31	11	-0.110435	0.155823	
51	11	-0.00759449	0.111875	
71	11	-0.0554953	0.148693	
91	11	-0.133308	-0.0246681	
111	11	-0.0565066	-nan	
131	11	0.0448947	-nan	
151	11	-0.0701208	-nan	
171	11	0.0141101	0.113635	
191	11	0.0593179	0.132862	
211	11	-0.0385488	-nan	
231	11	0.0535598	0.154859	
251	11	0.0753324	0.127408	
271	11	-0.0177027	0.0481387	
291	11	0.089985	0.115694	
311	11	0.0362681	0.0412059	
331	11	-0.05168	0.0955898	
351	11	-0.0333085	0.0722562	
371	11	0.0189966	0.146626	
391	11	-0.0249774	0.0157576	
411	11	-0.0930216	0.0439615	
431	11	0.0359798	0.142291	
451	11	0.0241193	0.11385	
471	11	0.0379149	0.0596339	
491	11	0.0721526	0.149547	
511	11	0.020145	0.224423	
531	11	0.0877967	0.0758292	
551	11	0.0211916	-0.101167	
571	11	-0.00276927	0.126989	
591	11	0.043034	0.0334855	
611	11	0.147886	0.173844	
631	11	0.053122	-nan	
651	11	0.0212138	0.141208	
671	11	-0.0632148	0.198783	
691	11	-0.083829	0.216683	
711	11	0.0428972	-nan	
731	11	0.0371625	0.0299062	
751	11	0.183713	0.097143	
771	11	0.178961	0.118482	
791	11	0.0740634	0.0442178	
811	11	0.0026558	0.108489	
831	11	0.0507533	0.160601	
851	11	0.066715	0.279979	
871	11	0.00504203	0.160749	
891	11	0.0842833	0.0366505	
911	11	0.112322	0.122329	
931	11	0.129875	0.0908517	
951	11	0.046426	-0.0376942	
971	11	0.0407577	-0.0658492	
11	31	-0.0838925	0.145038	
31	31	-0.0447393	-0.00599462	
51	31	-0.0375007	0.235633	
71	31	0.025498	0.0324702	
91	31	-0.147151	-0.0583119	
111	31	0.020431	0.101025	
131	31	0.00247157	0.0674002	
151	31	-0.0106398	0.0660493	
171	31	0.0658853	0.122637	
191	31	0.116526	0.0371545	
211	31	-0.0160104	0.0576657	
231	31	0.0309858	0.0582831	
251	31	0.0623396	0.0569748	
271	31	0.0366194	0.0247432	
291	31	0.00273272	0.00528342	
311	31	-0.00950407	0.165582	
331	31	-0.058657	-nan	
351	31	0.0926624	0.028571	
371	31	0.017382	0.266296	
391	31	-0.0647606	-0.10986	
411	31	-0.0121226	0.102908	
431	31	0.057759	0.176045	
451	31	0.0318368	0.224626	
471	31	-0.0176356	0.146258	
491	31	0.0264343	0.123922	
511	31	0.0178849	0.065968	
531	31	0.105256	0.148601	
551	31	0.015138	-0.0987236	
571	31	0.260378	0.377761	
591	31	0.0707923	0.177846	
611	31	0.0302673	0.168354	
631	31	-nan	0.239105	
651	31	-0.0593145	0.11247	
671	31	0.110162	0.143238	
691	31	0.136422	0.197364	
711	31	0.185463	0.157702	
731	31	0.00158386	0.114202	
751	31	0.0658756	0.157448	
771	31	0.267122	0.116052	
791	31	0.113015	0.0347088	
811	31	0.123178	0.0514377	
831	31	0.134651	0.0535421	
851	31	0.0766886	0.132319	
871	31	0.0669917	0.0866384	
891	31	0.182043	0.126814	
911	31	0.0980919	0.0671384	
931	31	0.0710521	0.149699	
951	31	-0.0939018	0.115566	
971	31	0.183295	0.0314055	
11	51	-0.0555403	0.0144256	
31	51	-0.0088086	-0.104512	
51	51	0.0520213	0.045177	
71	51	-0.00600106	0.149646	
91	51	-0.0385772	0.0937183	
111	51	0.00614012	-0.0174893	
131	51	-0.0154722	0.0570631	
151	51	-0.00994942	0.119956	
171	51	-0.050769	0.170221	
191	51	-0.0706879	0.096197	
211	51	-0.0192006	0.0237593	
231	51	0.0375171	0.116365	
251	51	-0.0659686	0.118602	
271	51	-0.04483	0.104529	
291	51	-0.0612007	0.260102	
311	51	0.0541054	-nan	
331	51	0.0158673	0.283379	
351	51	0.00301166	0.140056	
371	51	0.0329884	0.187518	
391	51	0.0460274	0.0966397	
411	51	-0.0631841	0.0866774	
431	51	0.0154594	0.0894041	
451	51	-0.0281583	-0.0226383	
471	51	0.0858049	-nan	
491	51	0.0838342	0.0177899	
511	51	0.0772093	0.0185616	
531	51	0.153195	0.0267272	
551	51	0.097177	-nan	
571	51	0.241886	-nan	
591	51	0.194368	0.0503364	
611	51	0.0357243	0.210199	
631	51	-nan	-0.124067	
651	51	-0.0244243	0.030458	
671	51	-0.00832904	0.184527	
691	51	0.0558335	0.110764	
711	51	-0.0169032	0.127654	
731	51	0.0530645	0.0875236	
751	51	0.121029	0.143925	
771	51	0.195795	-nan	
791	51	-0.0592811	0.0604697	
811	51	-0.00596302	0.10033	
831	51	0.151837	0.103866	
851	51	0.12145	0.0795505	
871	51	0.0955122	0.196327	
891	51	-0.00361324	0.0480165	
911	51	0.0399483	0.120771	
931	51	0.22408	0.174092	
951	51	0.0895828	0.233229	
971	51	0.143084	0.163328	
11	71	-0.406854	-0.310254	
31	71	-0.235182	-0.0974828	
51	71	-0.0534924	-0.152096	
71	71	-0.18252	-0.10301	
91	71	-0.277121	-nan	
