7	7	1.17582	-1.26236	
23	7	1.2327	-1.24828	
39	7	1.46407	-1.29128	
55	7	1.50771	-1.20063	
71	7	1.57452	-1.20832	
87	7	1.62768	-1.16628	
103	7	1.72997	-1.05241	
119	7	1.76267	-1.08606	
135	7	1.86349	-1.20441	
151	7	2.07828	-0.896678	
167	7	2.04724	-0.968607	
183	7	2.08085	-1.51587	
199	7	2.33019	-0.655424	
215	7	2.36087	-0.413565	
231	7	0.0643458	-6.28513	
247	7	2.45161	-0.0798583	
263	7	2.28008	0.0270639	
279	7	2.37837	0.219225	
295	7	2.39393	0.426614	
311	7	1.91178	0.456345	
327	7	2.3746	0.546665	
343	7	2.10889	0.782672	
359	7	2.06434	0.944059	
375	7	1.96346	0.932211	
391	7	1.80922	1.06273	
407	7	2.08675	0.698626	
423	7	1.66916	0.82831	
439	7	1.57452	1.15248	
455	7	1.47069	1.19611	
471	7	1.27174	1.14905	
487	7	1.21037	1.21463	
503	7	1.24778	1.20304	
7	23	1.15709	-1.2841	
23	23	1.28093	-1.31405	
39	23	1.37796	-1.30175	
55	23	1.57676	-1.25908	
71	23	1.54968	-1.33117	
87	23	1.67163	-1.20209	
103	23	1.86469	-1.17869	
119	23	1.93522	-1.12673	
135	23	2.02532	-1.06688	
151	23	2.13405	-0.794712	
167	23	2.33395	-0.799334	
183	23	2.41224	-0.755111	
199	23	2.47808	-0.570674	
215	23	2.46535	-0.30357	
231	23	2.58079	-0.222252	
247	23	2.6517	-0.122657	
263	23	2.87347	0.0531971	
279	23	2.77379	0.16699	
295	23	2.5469	0.430527	
311	23	2.49078	0.596367	
327	23	2.33433	0.729695	
343	23	2.23037	0.839087	
359	23	2.18658	0.981633	
375	23	2.04124	1.06079	
391	23	1.80035	1.11873	
407	23	1.86275	1.16935	
423	23	1.75187	1.17749	
439	23	1.6793	1.22192	
455	23	1.56404	1.26566	
471	23	5.70842	-6.1762	
487	23	1.29452	1.13932	
503	23	1.28099	1.30239	
7	39	1.1569	-1.40859	
23	39	1.19096	-1.3348	
39	39	1.36521	-1.46167	
55	39	1.44878	-1.3672	
71	39	1.64986	-1.44846	
87	39	1.74654	-1.38804	
103	39	1.83083	-1.35686	
119	39	2.001	-1.28079	
135	39	2.00911	-1.13867	
151	39	2.24715	-1.06669	
167	39	2.34096	-1.0322	
183	39	2.44995	-0.794925	
199	39	2.65619	-0.722102	
215	39	2.63318	-0.505461	
231	39	2.70251	-0.325804	
247	39	2.80032	-0.140473	
263	39	2.72062	0.00796323	
279	39	2.82183	0.247426	
295	39	2.7298	0.513543	
311	39	2.70221	0.0968353	
327	39	2.43203	0.744602	
343	39	2.36247	0.976166	
359	39	2.20814	1.14197	
375	39	2.10483	1.16367	
391	39	1.71099	1.24537	
407	39	1.85954	1.25255	
423	39	1.74865	1.32855	
439	39	1.83529	1.53581	
455	39	1.5237	1.28017	
471	39	1.25725	1.34904	
487	39	1.30691	1.31443	
503	39	1.65001	1.38457	
7	55	1.16797	-1.36436	
23	55	1.25792	-1.46988	
39	55	1.24634	-1.45142	
55	55	1.51559	-1.60938	
71	55	1.5678	-1.50025	
87	55	1.75684	-1.55809	
103	55	1.83838	-1.45103	
119	55	2.06593	-1.33668	
135	55	2.12628	-1.31823	
151	55	2.34581	-1.24044	
167	55	2.46592	-1.12823	
183	55	2.62856	-1.0285	
199	55	2.84837	-0.767597	
215	55	2.81293	-0.479219	
231	55	2.97153	-0.35421	
247	55	2.99247	-0.10202	
263	55	2.90944	0.10933	
279	55	2.84875	0.282865	
295	55	2.90039	0.643112	
311	55	2.85555	0.734683	
327	55	2.64811	0.963488	
343	55	2.44237	1.0676	
359	55	2.25545	1.2462	
375	55	2.2328	1.32342	
391	55	1.83462	1.34122	
407	55	1.91791	1.4243	
423	55	1.79294	1.54755	
439	55	1.68871	1.26108	
455	55	1.59618	1.5679	
471	55	1.40736	1.45814	
487	55	1.22037	1.47557	
503	55	1.12478	1.43964	
7	71	1.14222	-1.63603	
23	71	1.23239	-1.4717	
39	71	1.51406	-1.67485	
55	71	1.56853	-1.76721	
71	71	1.58678	-1.59823	
87	71	-7.32078	-3.85274	
103	71	2.06719	-1.63218	
119	71	2.13079	-1.54153	
135	71	2.31159	-1.47686	
151	71	2.45644	-1.43669	
167	71	2.7724	-1.23138	
183	71	2.85198	-1.21705	
199	71	2.99253	-0.93387	
215	71	3.00771	-0.688156	
231	71	3.17747	-0.430024	
247	71	3.29047	-0.250202	
263	71	3.26313	0.169577	
279	71	3.22002	0.305946	
295	71	3.10676	0.590774	
311	71	2.99755	0.886107	
327	71	2.6969	1.09557	
343	71	2.48572	1.32683	
359	71	2.43981	1.33583	
375	71	2.18156	1.4622	
391	71	2.19821	1.60886	
407	71	2.01396	1.61377	
423	71	1.73779	1.61897	
439	71	1.69026	1.51549	
455	71	1.46343	1.60621	
471	71	1.39117	1.67785	
487	71	1.27839	1.59251	
503	71	1.11853	1.5495	
7	87	1.01186	-1.52111	
23	87	1.22967	-1.71659	
39	87	1.27079	-1.76069	
55	87	1.48832	-1.7874	
71	87	1.59922	-1.79924	
87	87	1.84253	-1.8822	
103	87	1.95436	-1.79734	
119	87	2.1205	-1.75047	
135	87	2.35304	-1.76144	
151	87	2.76446	-1.70045	
167	87	2.83265	-1.50279	
183	87	2.9755	-1.34029	
199	87	3.21821	-0.954958	
215	87	3.1556	-1.01163	
231	87	3.52097	-0.454629	
247	87	3.62301	-0.129483	
263	87	-2.19555	-6.18162	
279	87	3.50978	0.431406	
295	87	3.4689	0.795103	
311	87	3.13494	0.990216	
327	87	3.06853	1.24835	
343	87	2.83143	1.42306	
359	87	2.5881	1.52708	
375	87	2.45914	1.60373	
391	87	2.14233	1.6829	
407	87	2.08628	1.8314	
423	87	1.78168	1.7819	
439	87	1.50901	1.77079	
455	87	1.57474	1.79234	
471	87	1.46026	1.63637	
487	87	1.2332	1.69178	
503	87	1.02259	1.70395	
7	103	1.1276	-1.81741	
23	103	1.18947	-1.81241	
39	103	-6.5997	-6.48501	
55	103	1.46105	-2.13687	
71	103	1.61733	-1.87553	
87	103	1.74836	-2.01413	
103	103	2.17066	-2.35936	
119	103	2.16738	-2.02267	
135	103	2.41569	-2.00767	
151	103	2.70424	-1.85192	
167	103	2.89263	-1.81214	
183	103	3.23976	-1.44917	
199	103	3.33875	-1.34474	
215	103	3.81554	-0.892005	
231	103	3.92797	-0.688871	
247	103	3.90155	-0.274592	
263	103	4.00616	0.191423	
279	103	3.86393	0.646414	
295	103	3.58557	1.07159	
311	103	-5.92907	-6.95551	
327	103	3.27504	1.54865	
343	103	2.87026	1.75911	
359	103	2.67542	1.75609	
375	103	2.35384	1.87963	
391	103	2.14572	1.94182	
407	103	1.97455	1.96776	
423	103	1.74833	1.94451	
439	103	1.692	1.92413	
455	103	1.57204	1.93753	
471	103	1.37921	1.83464	
487	103	1.17699	1.80901	
503	103	0.725935	1.7948	
7	119	1.05104	-1.86942	
23	119	1.08817	-1.90111	
39	119	1.18581	-1.99467	
55	119	1.32253	-2.08998	
71	119	1.60856	-2.08793	
87	119	1.6983	-2.20051	
103	119	1.93317	-2.19469	
135	119	2.44952	-1.7157	
151	119	2.60826	-2.09645	
167	119	3.0852	-2.11172	
183	119	3.39454	-1.87664	
199	119	3.57834	-1.57296	
215	119	4.03501	-1.29318	
231	119	4.07807	-0.793264	
247	119	4.32497	-0.35914	
263	119	4.20615	0.244041	
279	119	4.14203	0.778676	
295	119	3.86927	1.17308	
311	119	3.75612	1.50836	
327	119	3.52962	1.74138	
343	119	3.13317	1.93778	
359	119	2.72675	2.12354	
375	119	2.62731	2.15195	
391	119	2.20384	2.23404	
407	119	2.00527	2.28559	
423	119	1.82171	2.13643	
439	119	1.54148	1.79865	
455	119	0.909188	1.49009	
471	119	1.22703	1.9725	
487	119	1.0644	1.9252	
503	119	1.04811	1.93497	
7	135	0.947292	-1.99181	
23	135	1.07576	-2.03218	
