15	15	-0.042203	0.0503708	
39	15	-0.0596131	0.136446	
63	15	-0.00309406	0.179061	
87	15	-0.0733438	0.0503224	
111	15	-0.103613	0.00471068	
135	15	0.00359512	-nan	
159	15	-0.0349019	0.169641	
183	15	0.0638856	0.116464	
207	15	0.0288667	-nan	
231	15	0.056475	0.130683	
255	15	-0.0168819	0.101195	
279	15	0.0685785	0.0645963	
303	15	9.33219e-05	0.0789128	
327	15	-0.000568951	0.135755	
351	15	0.0253874	0.140793	
375	15	0.0102342	0.186795	
399	15	-0.0553732	0.0682641	
423	15	-0.0048456	0.11703	
447	15	0.0190936	0.111075	
471	15	0.0410746	0.075702	
495	15	0.0713364	0.153413	
519	15	0.0947938	0.211498	
543	15	0.0302638	-0.0159297	
567	15	0.0429661	0.0498832	
591	15	0.0635867	0.129043	
615	15	0.0904743	0.20911	
639	15	0.030563	0.171846	
663	15	0.0345877	0.139595	
687	15	-0.0221995	0.205255	
711	15	0.101026	0.093076	
735	15	0.0638788	0.0831054	
759	15	0.24041	0.124812	
783	15	0.148756	0.070867	
807	15	0.0331787	0.0306371	
831	15	0.0278723	0.107576	
855	15	0.0432615	0.188079	
879	15	0.0776369	0.0123934	
903	15	0.0816423	0.0886172	
927	15	0.0879409	0.0645942	
951	15	0.0891808	0.00502575	
975	15	0.00976671	-0.0495609	
15	39	-0.0465817	0.0688645	
39	39	-0.0253777	0.0398849	
63	39	0.0177482	0.0509245	
87	39	-0.00818443	0.0248364	
111	39	0.061042	0.0029566	
135	39	-0.0178945	0.0768193	
159	39	0.0318338	0.187252	
183	39	0.0380663	0.0404092	
207	39	0.00905966	0.0585382	
231	39	0.0326367	0.0708359	
255	39	-0.00832737	0.099909	
279	39	-0.0908822	0.0327909	
303	39	-0.0836784	0.145314	
327	39	-0.0324945	0.228331	
351	39	0.08006	0.120828	
375	39	0.037252	0.21647	
399	39	-0.00640221	0.0820802	
423	39	-0.0151051	0.12083	
447	39	-0.0226415	0.109245	
471	39	0.0303428	0.115202	
495	39	0.0521253	0.0825821	
519	39	0.0609475	0.0653759	
543	39	0.0813483	0.0418722	
567	39	0.246211	-nan	
591	39	0.132342	0.115128	
