(i, j, val) = (10,	6,	0.918282)
(i, j, val) = (15,	1,	0.17353)
(i, j, val) = (1,	12,	0.0301639)
-0.0307583	-0.0573133	-0.0770712	-0.0928661	-0.0899786	-0.0824607	-0.0795042	-0.0783657	-0.0740967	-0.0722231	-0.0716265	-0.0706562	-0.0771118	-0.0344059	0.109664	0.165126	0.120361	
-0.0305753	-0.0522198	-0.073641	-0.0896262	-0.0868062	-0.0795863	-0.0767201	-0.075592	-0.0714869	-0.0728494	-0.0761638	-0.0800116	-0.0788217	-0.0318144	0.083732	0.17353	0.10715	
-0.0315088	-0.0560902	-0.0807242	-0.0983531	-0.0951363	-0.0871801	-0.0839711	-0.082662	-0.0781434	-0.0750751	-0.0766975	-0.0852261	-0.0873437	-0.0533397	0.0429463	0.112322	0.0498581	
-0.0375754	-0.0646373	-0.0875022	-0.10492	-0.101023	-0.0925311	-0.088854	-0.0871035	-0.062271	-0.00952927	0.0330219	0.0101877	-0.0424555	-0.0673315	-0.027588	-0.009594	-0.0494692	
-0.0419386	-0.0635612	-0.0854323	-0.100287	-0.0960779	-0.0880364	-0.0842622	-0.0687127	0.0140947	0.224202	0.391035	0.335813	0.141298	-0.0215223	-0.0834411	-0.105306	-0.106872	
-0.0431687	-0.0620694	-0.0820081	-0.0957438	-0.0917244	-0.0840739	-0.0777115	-0.0436997	0.115313	0.503306	0.840629	0.748131	0.358058	0.0457927	-0.0830356	-0.113067	-0.106703	
-0.0619186	-0.0737605	-0.0887865	-0.100926	-0.0963083	-0.088244	-0.0815492	-0.045337	0.124489	0.544926	0.918282	0.818054	0.394877	0.0583503	-0.0763503	-0.105579	-0.0996963	
-0.0667974	-0.0687517	-0.0869807	-0.0957765	-0.090132	-0.0808095	-0.0745574	-0.0630366	0.0108518	0.226261	0.541939	0.469611	0.201184	0.00129564	-0.0794865	-0.0991685	-0.0936931	
-0.0671817	-0.0624021	-0.0735355	-0.0775452	-0.0703016	-0.0555042	-0.047749	-0.0518361	-0.041376	0.00103614	0.11525	0.100568	0.00611361	-0.0574582	-0.0883758	-0.0993277	-0.0950218	
-0.0642994	-0.0622915	-0.0746304	-0.0781975	-0.0619863	-0.0284983	-0.0113893	-0.0292365	-0.0465283	-0.0443687	-0.0468948	-0.0520888	-0.0693832	-0.0798677	-0.09053	-0.0984584	-0.0939505	
-0.0518778	-0.0541343	-0.0730287	-0.079826	-0.0605062	-0.0149198	0.00546404	-0.0181201	-0.047649	-0.0553808	-0.0816119	-0.0819552	-0.0849853	-0.0837699	-0.0917912	-0.100092	-0.0983533	
-0.00954245	-0.0109213	-0.0514049	-0.0774094	-0.072079	-0.0373967	-0.0226728	-0.0388166	-0.0576163	-0.0607743	-0.0873914	-0.0875469	-0.0818602	-0.0653215	-0.0614183	-0.076148	-0.0885378	
0.0148436	0.0301639	-0.028338	-0.0739747	-0.082764	-0.0656827	-0.0577747	-0.0613221	-0.0660248	-0.0613919	-0.0835547	-0.0782358	-0.0617865	-0.0234193	-0.0108724	-0.0316942	-0.0646754	
-0.000754234	0.0162212	-0.030351	-0.0656255	-0.0798746	-0.074841	-0.0707009	-0.0672849	-0.065214	-0.055153	-0.0768595	-0.0757644	-0.0551309	-0.0144729	0.00873752	-0.00398207	-0.0335067	
0.0214986	0.0627296	0.0431556	-0.000541727	-0.0503345	-0.0729462	-0.073517	-0.0682219	-0.0653944	-0.0517877	-0.0632745	-0.0785865	-0.0641909	-0.0303006	-0.00212377	0.0623584	0.151565	
0.250184	0.385818	0.412593	0.240774	0.0356484	-0.0666945	-0.0801877	-0.0743649	-0.0713032	-0.0553233	-0.0597367	-0.0616612	-0.0637979	-0.0649176	-0.0210469	0.224765	0.563743	
0.51224	0.737934	0.829125	0.499046	0.112457	-0.0598987	-0.0826895	-0.0766934	-0.0735525	-0.0569916	-0.0615266	-0.0634845	-0.0652255	-0.0656035	0.00510337	0.282993	0.767288	

